id;active;prior_scenario;original_scenario;resolution;pretraining_id;finetuning_method;nr_of_cuboids;initial_lr;num_epochs;train_first_index;train_last_index;batch_size;test_first_index;test_last_index;validation_first_index;validation_last_index;CSnp_run_ID;adc;lr_warmup;patience;seed;lr_per_param_from_partial;start_w_shape_then_all;other

213432;True;Brokdorf_Prior1;Brokdorf;100;2036;full_ft;None;0.01;1000;0;24999;2500;25000;29999;30000;34999;4002;True;20;6;1;False;False;False
